,name,album,artist,uri,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,cluster
114,Narración de Fernando González Lucini,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5QJTGZK5fyuM0VYPnijY3S,2013-06-24,90813,2,0.581,0.8909999999999999,0.359,0.0,0.861,-13.505,0.9570000000000001,174.03400000000002,5,5
115,Nanas de la Cebolla,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3xjwv0MSxDOzKhmkCOVPAO,2013-06-24,348973,7,0.5920000000000001,0.713,0.645,0.0,0.0789,-3.8110000000000004,0.07,114.088,3,0
116,Narración de Marcos Ana,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:73WKVD2BUbuIyJ1urMMwKa,2013-06-24,40440,2,0.672,0.977,0.303,1.02e-06,0.384,-17.991,0.636,92.90100000000001,5,5
117,Cada Vez Que Paso,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:6ngieBdABApEWBu16nepzh,2013-06-24,647040,3,0.457,0.10800000000000001,0.39899999999999997,0.251,0.39899999999999997,-9.498,0.0915,85.89299999999999,4,0
118,Narración de José Luis Ferris,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5aAlZEttrjY0PxyUSkK1CR,2013-06-24,159573,0,0.7,0.363,0.10400000000000001,0.0,0.341,-15.355,0.895,84.49600000000001,3,5
119,Narración de Manuel Gerena,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:1Of6g52zTYBvGRgpTKo92i,2013-06-24,54786,0,0.568,0.7040000000000001,0.218,0.0,0.7829999999999999,-20.139,0.92,125.648,4,5
120,Niño Yuntero,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3CO2kdSp2fRdOh35salV3o,2013-06-24,161293,0,0.284,0.76,0.26,5.9699999999999994e-05,0.331,-7.232,0.0335,74.90100000000001,3,0
121,Narración de Pablo Guerrero,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5atdzIAKbTJPAu6799uZ1u,2013-06-24,94986,0,0.698,0.8079999999999999,0.40700000000000003,0.0,0.384,-17.424,0.8370000000000001,110.463,5,5
122,Al verla muerta,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:71VXIUUkIuTMcQklT7iQFY,2013-06-24,444173,0,0.29100000000000004,0.924,0.28800000000000003,5.74e-06,0.096,-6.273,0.0363,77.265,3,0
123,Narración de Vicente Camps,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:48Y5dDE50ZQZ17Zqo5toNC,2013-06-24,122640,0,0.693,0.858,0.48700000000000004,0.0,0.344,-13.365,0.95,79.266,3,5
124,Canción última,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:4ejSqYvLOKngkme4ctMKvt,2013-06-24,264160,0,0.49200000000000005,0.691,0.483,0.00101,0.36700000000000005,-7.265,0.064,129.857,3,0
125,Narración de Amancio Prada,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5IChmjuA34SWczG4tSJIXE,2013-06-24,108026,0,0.579,0.45799999999999996,0.299,0.0,0.41100000000000003,-19.301,0.9329999999999999,143.638,4,5
126,Elegía,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:5rKZic7aEg9bdQYpDBGL2o,2013-06-24,294613,1,0.525,0.9179999999999999,0.479,0.0,0.301,-7.704,0.0757,134.637,4,0
127,Narración de Andrés Marín,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3p5f3TCNVIdEC4Zo4oRohK,2013-06-24,19866,0,0.7190000000000001,0.721,0.434,6.04e-05,0.515,-17.348,0.934,81.414,3,5
128,Me sobra el corazón,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:1qquVZJ9cV4A9XLRQpO3TQ,2013-06-24,528573,1,0.376,0.929,0.271,3.6000000000000003e-06,0.162,-8.517999999999999,0.0391,80.35600000000001,3,0
129,Narración de Ortiz Nuevo,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3yMlhBb7In6O075szYvd04,2013-06-24,111106,0,0.82,0.413,0.43799999999999994,0.0,0.7809999999999999,-14.539000000000001,0.9309999999999999,67.546,4,5
130,"La guerra, madre","Sí, a Miguel Hernández",Niño de Elche,spotify:track:2Sf2sJdRb5mStkvD3WBj1z,2013-06-24,265426,0,0.385,0.889,0.59,0.000733,0.26,-6.974,0.0851,66.94,4,0
131,Narración de Niño de Elche,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:0LlGDaSNtdfXQvS6wLnn6J,2013-06-24,42786,0,0.569,0.29600000000000004,0.259,0.0,0.478,-18.78,0.905,124.98299999999999,1,5
132,El cementerio está cerca,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:3sUjSlI9mrzyQnk3kloTUN,2013-06-24,346720,0,0.35600000000000004,0.96,0.479,0.006659999999999999,0.16,-8.948,0.0423,78.725,3,0
133,Narración de Fernando González Lucini,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:2mpHbWhmmJDZxVIDdWpE7g,2013-06-24,90813,0,0.581,0.8909999999999999,0.359,0.0,0.861,-13.505,0.9570000000000001,174.03400000000002,5,5
134,Nanas de la cebolla,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:0Y2hsm79VX61MrDf7UDbNN,2013-06-24,348973,0,0.5920000000000001,0.713,0.645,0.0,0.0789,-3.8110000000000004,0.07,114.088,3,0
135,Narración de Marcos Ana,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:6Ql8ycw2zKVcPJXSZT3EUp,2013-06-24,40440,0,0.672,0.977,0.303,1.02e-06,0.384,-17.991,0.636,92.90100000000001,5,5
136,Cada vez que paso,"Sí, a Miguel Hernández",Niño de Elche,spotify:track:2n6HwdwHtmuOQnNZp2UkQk,2013-06-24,647040,0,0.457,0.10800000000000001,0.39899999999999997,0.251,0.39899999999999997,-9.498,0.0915,85.89299999999999,4,0
137,Un Veneno,Un Veneno,C. Tangana,spotify:track:42C5Bbb4dHwS5OFMvtGkG2,2018-11-22,193109,62,0.67,0.8590000000000001,0.318,0.00198,0.106,-12.937999999999999,0.298,85.806,4,0
138,Descansa,Nanas,Niño de Elche,spotify:track:5F73BaM01aekhubVi4VN75,2016-09-16,295871,8,0.17600000000000002,0.9540000000000001,0.22899999999999998,0.605,0.10400000000000001,-15.114,0.0384,73.945,4,0
139,Agustín,Nanas,Niño de Elche,spotify:track:5pORIAooxmgKaBRFdHeJEJ,2016-09-16,240177,5,0.218,0.72,0.299,0.599,0.135,-14.130999999999998,0.0419,82.417,4,0
140,Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara),Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara),C. Tangana,spotify:track:0XinBYhf1X3kdvKQHOX971,2020-11-05,198499,48,0.812,0.31,0.747,0.00412,0.1,-4.611000000000001,0.15,168.025,4,2
141,El Sol,El Sol,Fuerza Nueva,spotify:track:1tjxfD2uc7FkH7J0ICC0bK,2020-04-10,235878,20,0.207,0.12,0.505,1.1400000000000001e-05,0.113,-6.459,0.0305,89.336,4,1
142,Neo VdO,Neovalladolor,Erik Urano,spotify:track:351wMiaNGow5uSbA92uy4d,2020-03-20,174346,20,0.493,0.0658,0.638,0.00547,0.35200000000000004,-9.427999999999999,0.11599999999999999,154.045,4,2
143,DE47H,Neovalladolor,Erik Urano,spotify:track:5Pcq9EHLUHqeojBiLaHdfh,2020-03-20,204624,17,0.534,0.000551,0.789,0.00101,0.446,-9.299,0.126,173.032,4,2
144,Penfield,Neovalladolor,Erik Urano,spotify:track:2Gzshb3NgRefI0n31BGS5N,2020-03-20,174920,16,0.44799999999999995,0.0876,0.7020000000000001,0.000144,0.102,-9.825,0.2,136.591,4,2
145,Vantablack,Neovalladolor,Erik Urano,spotify:track:4HVIEEGKLDDcwibv2fdiwx,2020-03-20,230250,20,0.7340000000000001,0.0632,0.765,0.0,0.33399999999999996,-8.539,0.43200000000000005,139.935,4,2
146,2984,Neovalladolor,Erik Urano,spotify:track:6Qp6MafrXHQbLg2tGZ7aRy,2020-03-20,224696,16,0.6709999999999999,0.0196,0.8,0.0611,0.0963,-7.697,0.129,159.928,4,2
147,47 GHOST,Neovalladolor,Erik Urano,spotify:track:7lwLJDHhr7oghPJHEqc7QV,2020-03-20,191349,16,0.867,0.107,0.845,0.0243,0.0649,-5.757999999999999,0.305,136.023,4,1
148,Drones,Neovalladolor,Erik Urano,spotify:track:0lOuwdny1I4jg0ba9DQaTJ,2020-03-20,209698,19,0.853,0.0069900000000000006,0.493,0.0283,0.6970000000000001,-9.044,0.271,139.998,4,1
149,Molecular,Neovalladolor,Erik Urano,spotify:track:647c76W9TFGYzYewOLpxWl,2020-03-20,185625,19,0.773,0.0657,0.6579999999999999,0.00345,0.174,-4.373,0.13,100.02600000000001,4,1
150,Labyrinth,Neovalladolor,Erik Urano,spotify:track:04tcbdJj12PZWfRGWXc0eV,2020-03-20,195178,14,0.7190000000000001,0.21899999999999997,0.5820000000000001,2.4e-05,0.0698,-8.695,0.11800000000000001,141.08700000000002,4,1
151,Logout,Neovalladolor,Erik Urano,spotify:track:18PSslN81OR9fKVZqOnkau,2020-03-20,171650,16,0.6579999999999999,0.0527,0.871,0.45399999999999996,0.114,-8.283,0.064,139.922,4,4
152,Ruido,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:0yp3YghzkZcfqihrZJlg4l,2019-12-13,298624,0,0.491,0.078,0.6579999999999999,0.0,0.114,-8.257,0.265,170.25599999999997,4,2
153,Contigo,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:2Bdfn9PXrsWV1Y5uXuELX0,2019-12-13,294095,46,0.429,0.917,0.36200000000000004,1.34e-05,0.11199999999999999,-9.012,0.0675,77.686,3,0
154,Con la Frente Marchita,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:7mJvNBXTFkiIsDpq8ymWXd,2019-12-13,298707,36,0.35100000000000003,0.282,0.649,0.0,0.0987,-6.593,0.0419,113.56200000000001,4,1
155,Donde Habita el Olvido,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:2wLGZ1HQdsEKwuIUMCPnLI,2019-12-13,262725,0,0.34700000000000003,0.6579999999999999,0.604,0.00022799999999999999,0.10400000000000001,-9.968,0.0812,102.26700000000001,4,0
156,El Caso de la Rubia Platino,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:3k8xV3boCfDHGuMfnpk2v2,2019-12-13,244834,46,0.474,0.15,0.9109999999999999,0.0,0.0956,-5.947,0.183,170.02599999999998,4,2
157,Peces de Ciudad,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:4dMdY1OAPYquPxEF3HJaNq,2019-12-13,390861,0,0.474,0.941,0.184,0.000395,0.0838,-12.162,0.0687,131.175,3,0
158,Calle Melancolía,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:0qpRgZ1vj7OwjwWdqBwjpK,2019-12-13,380973,0,0.478,0.0379,0.732,0.000183,0.132,-5.858,0.0429,90.865,4,1
159,La Canción Más Hermosa del Mundo,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:2OgSwy6TigJbZD14tAoeRK,2019-12-13,310376,39,0.539,0.621,0.376,3.39e-06,0.13,-8.21,0.0584,137.575,4,0
160,19 Días y 500 Noches Después,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:2rHB1wHcs7wm1mR57JQwN6,2019-12-13,306268,49,0.789,0.456,0.547,0.0,0.0774,-8.637,0.295,93.821,3,1
161,Cerrado Por Derribo,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:4G5ZP9W0rznQ4UiDPTjktF,2019-12-13,221793,43,0.62,0.647,0.375,0.0,0.11900000000000001,-9.277999999999999,0.0668,125.932,3,0
162,Y Sin Embargo Te Quiero/ Y Sin Embargo,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:3aCIZbSP88nlaHeJ4Rsm0O,2019-12-13,528559,40,0.391,0.8220000000000001,0.21600000000000003,2.1600000000000003e-05,0.198,-12.908,0.0535,105.47399999999999,5,0
163,A la Orilla de la Chimenea,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:7CWvuSoguuIfCffFNE2Km0,2019-12-13,213812,44,0.491,0.7440000000000001,0.282,0.0,0.11800000000000001,-9.22,0.0511,79.947,4,0
164,Princesa,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:6A2gQsGrEs0FV3VtApg8Oh,2019-12-13,270568,0,0.5529999999999999,0.0212,0.753,0.0,0.349,-5.852,0.031,127.944,4,1
165,Yo También Sé Jugarme la Boca,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:6wXzhByDH8oIkXEq5OJgp9,2019-12-13,256184,0,0.835,0.769,0.364,4.72e-06,0.0888,-10.112,0.0853,120.04899999999999,4,0
166,Amor Se Llama el Juego,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:687d87mivDTE3NFTQtHUHY,2019-12-13,238041,36,0.613,0.336,0.621,4.99e-05,0.0951,-6.853,0.0495,150.118,4,2
167,Quién Me Ha Robado el Mes de Abril,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:6AZG46Rdnog6msO4L3lrDM,2019-12-13,276669,37,0.326,0.8959999999999999,0.28300000000000003,0.00059,0.272,-11.272,0.0423,143.67600000000002,4,0
168,Pacto Entre Caballeros,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:3cxvnHkRG1ijEI7zVVrMwu,2019-12-13,232028,37,0.675,0.0841,0.883,0.0,0.0588,-7.024,0.040999999999999995,103.051,4,1
169,A Mis Cuarenta y Diez,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:0cWJ62BmyJyKUhnEx1fViS,2019-12-13,338622,0,0.616,0.0265,0.848,0.0,0.10800000000000001,-5.352,0.0584,118.059,4,1
170,Eclipse de Mar,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:2eW1FcPLMjHVCGjiWOzjzC,2019-12-13,305813,35,0.322,0.645,0.374,0.0,0.132,-10.329,0.0569,73.943,4,0
171,Nos Sobran los Motivos,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:1l78rn2cfqMsL4GolHR1mR,2019-12-13,272469,37,0.507,0.597,0.6609999999999999,0.0,0.154,-7.571000000000001,0.205,86.93700000000001,4,0
172,Lo Niego Todo,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:4rGcCR8pi9pvZbp9M0cauu,2019-12-13,285620,0,0.336,0.149,0.6829999999999999,0.0020399999999999997,0.6679999999999999,-6.723,0.055,134.279,3,3
173,Pongamos Que Hablo de Madrid,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:0sV2K3pPii7S0TL2NUXpJh,2019-12-13,285730,34,0.345,0.0434,0.509,0.000397,0.111,-7.67,0.0349,125.92200000000001,4,1
174,Ganas de...,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:4JVPrR5GMNi8lH5UUOrHDC,2019-12-13,225678,36,0.821,0.706,0.414,1.4300000000000002e-05,0.12300000000000001,-10.423,0.0626,141.97799999999998,4,0
175,Una Canción para la Magdalena,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:7pklJAp2pJSQlYJPGSSMoE,2019-12-13,228305,0,0.353,0.903,0.152,0.0,0.11599999999999999,-13.142999999999999,0.0512,84.19200000000001,5,0
176,Y Nos Dieron Las Diez - Tributo a Sabina,Tributo a Sabina. Ni Tan Joven Ni Tan Viejo,Various Artists,spotify:track:2p0ol5BlwQtbiioBGytxy4,2019-12-13,309913,48,0.637,0.532,0.43700000000000006,0.0,0.0583,-7.789,0.0313,82.01299999999999,3,0
177,Pensando (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:0YXeIXpAwxZ2CrAtjL7zPQ,2019-10-18,195973,9,0.348,0.484,0.545,7.269999999999999e-05,0.8290000000000001,-11.435,0.0586,177.38299999999998,4,0
178,Baila el Viento (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:5x5FECXC3aEnEBiazI30is,2019-10-18,214800,11,0.535,0.11,0.8270000000000001,2.8199999999999998e-05,0.948,-9.718,0.0681,147.477,4,3
179,El Lobo (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:5XZTKQbRK6ile3pYBZbV2c,2019-10-18,215133,8,0.486,0.16899999999999998,0.561,0.0,0.912,-11.921,0.0678,142.873,4,3
180,Prestao (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:4Eamd1nQ1bN2UJsJ1VzTsA,2019-10-18,255386,7,0.524,0.529,0.823,0.00020099999999999998,0.7170000000000001,-10.009,0.0719,142.112,4,3
181,Fractales (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:69uB0dEZv1H05eSxcXuhdu,2019-10-18,276786,7,0.376,0.36,0.375,7.18e-05,0.713,-13.491,0.0567,133.739,4,0
182,Cuatro Días (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:5WxWeFFzoCKWM0ppQlhVXv,2019-10-18,250280,7,0.39399999999999996,0.39799999999999996,0.659,0.00011100000000000001,0.956,-12.123,0.105,149.684,4,3
183,Magia Negra (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:1Z0Vy8VRlG5iIe5UJHvLLs,2019-10-18,209066,7,0.511,0.573,0.6459999999999999,3.06e-05,0.674,-9.568,0.0611,92.82600000000001,4,0
184,Hagan Juego (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:46gaEojEvgdupfKGXXNqf2,2019-10-18,213000,6,0.496,0.193,0.846,0.0114,0.8809999999999999,-9.099,0.0811,96.711,4,3
185,Farol (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:617UL9eXIp3ybeXsxwaQ79,2019-10-18,266173,7,0.364,0.605,0.514,0.0,0.9470000000000001,-10.302999999999999,0.0599,119.414,4,0
186,Cómo Reir (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:5CGx1vP3tKiU6nHDVHUX0i,2019-10-18,178920,6,0.37799999999999995,0.151,0.72,1.3000000000000001e-05,0.948,-11.593,0.28,136.101,4,3
187,Un Guardia Civil (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:5XD78nhd3M5d89VYuNdKF9,2019-10-18,278080,12,0.26,0.695,0.36700000000000005,5.27e-05,0.9690000000000001,-13.177999999999999,0.0479,83.45299999999999,3,0
188,El Bosque (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:2zdUH7anLHdT8i6hdVr0NK,2019-10-18,243266,6,0.389,0.695,0.596,0.0,0.9640000000000001,-10.946,0.105,75.507,4,0
189,Que Hable el Sol (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:207ptOdUS8V60thLqjp3FR,2019-10-18,174586,9,0.562,0.292,0.594,5.68e-06,0.971,-12.169,0.136,111.88799999999999,4,3
190,El Baile de los Peces (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:7B6gyiPD7uCDNxz3S7wt9q,2019-10-18,198786,5,0.364,0.424,0.665,6.12e-06,0.971,-12.78,0.23600000000000002,181.916,4,3
191,Cachorrilla (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:0b7IGKP8ivNVQ57MIIZYso,2019-10-18,166746,6,0.679,0.297,0.815,1.73e-05,0.948,-10.860999999999999,0.0751,122.635,4,3
192,Tragón (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:3t9c467nQBk1Ty8ZipRmSc,2019-10-18,298480,6,0.508,0.35200000000000004,0.813,0.000539,0.754,-8.256,0.0736,126.501,4,3
193,Saeta (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:2sBATWCQb3kQev8sDHluHQ,2019-10-18,163906,5,0.32899999999999996,0.354,0.946,0.000103,0.95,-7.702999999999999,0.262,139.747,4,3
194,Olé Papa (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:1sq06SXh3KEqNDiE10Znym,2019-10-18,436586,6,0.386,0.268,0.653,3.4e-06,0.966,-9.806000000000001,0.0791,117.33200000000001,4,3
195,Mi Prima y Sus Pinceles (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:3kiPtJVUmqx8vnMx4nF1ys,2019-10-18,313013,5,0.43200000000000005,0.212,0.45899999999999996,0.0,0.655,-12.136,0.0508,126.035,4,0
196,Loco Encontrao (En Directo),Conde Duque (En Directo),Josele Santiago,spotify:track:4rbZqFqnoIDBQ5VP2G9Czf,2019-10-18,237026,4,0.45,0.35200000000000004,0.502,0.006959999999999999,0.9159999999999999,-11.687999999999999,0.04,111.09200000000001,4,0
197,Santo Dios,Fuerza Nueva,Fuerza Nueva,spotify:track:7fg5qxpRVKTVoB8YGvUbG1,2019-10-12,343953,18,0.134,0.0687,0.6859999999999999,0.816,0.3,-5.138,0.0299,90.061,4,4
198,Los Campanilleros,Fuerza Nueva,Fuerza Nueva,spotify:track:5hJzHb9fT4KkgtaPid6kTx,2019-10-12,319268,17,0.204,0.294,0.562,0.0599,0.12,-7.419,0.037000000000000005,101.314,3,0
199,Mariana,Fuerza Nueva,Fuerza Nueva,spotify:track:6XQdrNePQJnRRAkoxhMgmM,2019-10-12,321813,16,0.268,0.7490000000000001,0.713,0.49200000000000005,0.16,-5.112,0.0419,88.89200000000001,4,4
200,La Canción de los Gitanos,Fuerza Nueva,Fuerza Nueva,spotify:track:1tQs2cT6HZ45zSiIh5a67z,2019-10-12,226906,24,0.145,0.179,0.857,4.49e-06,0.113,-3.122,0.0423,151.263,4,2
201,La Cruz,Fuerza Nueva,Fuerza Nueva,spotify:track:2KtNwyitDfrQVW4FcZ5tj0,2019-10-12,345647,18,0.0965,0.223,0.584,0.00248,0.163,-6.301,0.0333,185.757,4,2
202,Canción para los Obreros de Seat,Fuerza Nueva,Fuerza Nueva,spotify:track:47a87vpUWqr9YCwKBd9GUM,2019-10-12,326586,20,0.157,0.214,0.451,0.000357,0.0543,-6.88,0.0298,95.71600000000001,4,0
203,El Novio de la Muerte,Fuerza Nueva,Fuerza Nueva,spotify:track:06UjC7ZGdh7nGYVhV95tRC,2019-10-12,313693,34,0.239,0.000773,0.672,0.006509999999999999,0.359,-5.361000000000001,0.0303,176.886,4,2
204,Santo Domingo,Fuerza Nueva,Fuerza Nueva,spotify:track:2k5OaCLG7DmFaFMWP28tF0,2019-10-12,301973,16,0.17300000000000001,0.113,0.738,0.239,0.29,-5.5360000000000005,0.0472,116.494,3,3
205,El Novio de la Muerte,El Novio de la Muerte,Fuerza Nueva,spotify:track:2TSbnZSnGVdGzcF4brLFV5,2019-09-20,313693,20,0.239,0.000773,0.672,0.006509999999999999,0.359,-5.361000000000001,0.0303,176.886,4,2
206,Canción para los Obreros de Seat,Canción para los Obreros de Seat,Fuerza Nueva,spotify:track:4F0gCmiFKlWbwkUQTFhBLb,2019-09-11,326586,12,0.157,0.214,0.451,0.000357,0.0543,-6.88,0.0298,95.71600000000001,4,0
207,A Mi Manera,Rumbas y Flamenco,Various Artists,spotify:track:1MH7ndgTCgkRLrJ0bK6op7,2019-07-19,212093,16,0.621,0.081,0.894,0.0,0.128,-5.992999999999999,0.0569,105.005,4,1
208,Amor de San Juan,Rumbas y Flamenco,Various Artists,spotify:track:1vfr5BO1nVq9xOKH4Pfe8w,2019-07-19,247666,15,0.716,0.0403,0.698,2.76e-06,0.0667,-6.984,0.0679,88.43799999999999,4,1
209,Ya No Quiero Tu Querer,Rumbas y Flamenco,Various Artists,spotify:track:0XpgkhKCnewWoWBpP9vOUZ,2019-07-19,237800,15,0.657,0.529,0.9329999999999999,0.0,0.0974,-5.4639999999999995,0.106,93.917,4,1
210,Amigos para Siempre,Rumbas y Flamenco,Various Artists,spotify:track:785Qwm6THL6W4jE5hLCGer,2019-07-19,263146,14,0.7120000000000001,0.308,0.903,3.63e-06,0.0821,-7.619,0.0482,117.691,4,1
211,Una Lágrima,Rumbas y Flamenco,Various Artists,spotify:track:75QLRJfu7PSWaHffrVWcdA,2019-07-19,246506,12,0.539,0.209,0.695,1.73e-06,0.242,-5.3660000000000005,0.0488,120.834,4,1
212,Volando Voy,Rumbas y Flamenco,Various Artists,spotify:track:3hT7YWE9bYjwBC7cmIiKzZ,2019-07-19,262173,12,0.628,0.315,0.9279999999999999,2.04e-06,0.0599,-6.21,0.0834,120.72399999999999,4,1
213,Hoy,Rumbas y Flamenco,Various Artists,spotify:track:2WmOHamvB0H1jRUf08baWl,2019-07-19,213440,15,0.703,0.39,0.745,0.0,0.126,-6.2620000000000005,0.10300000000000001,104.04899999999999,4,1
214,Son de Amores,Rumbas y Flamenco,Various Artists,spotify:track:0f2kgn69VZlUlAO7DqbY8O,2019-07-19,232106,11,0.684,0.43700000000000006,0.83,0.0,0.583,-5.669,0.171,81.97399999999999,4,1
215,Como Camarón,Rumbas y Flamenco,Various Artists,spotify:track:5ysA5Qy9GGto0HgeJu79yR,2019-07-19,203653,13,0.434,0.205,0.8420000000000001,6.97e-06,0.157,-5.994,0.06,140.329,4,2
216,Me Ha Dicho la Luna,Rumbas y Flamenco,Various Artists,spotify:track:3BgBTbwbKw7ydiTvhsioFA,2019-07-19,214506,34,0.802,0.27,0.805,0.0,0.061,-4.185,0.191,91.025,4,1
217,Y Sera Verdad...,Rumbas y Flamenco,Various Artists,spotify:track:10g6PnkghmpeLxYPC7dYCO,2019-07-19,298733,13,0.741,0.452,0.841,0.000102,0.129,-5.792000000000001,0.0452,153.28,4,2
218,Por Primera Vez,Rumbas y Flamenco,Various Artists,spotify:track:5Mpsac3KzBPtkXcdPH1u5q,2019-07-19,239000,9,0.7020000000000001,0.32899999999999996,0.725,5.44e-05,0.0915,-8.339,0.046,97.991,4,1
219,La Niña de Mis Ojos,Rumbas y Flamenco,Various Artists,spotify:track:6ALeAK9IlBzlErXG5EBnfh,2019-07-19,248013,9,0.737,0.69,0.855,0.0,0.121,-7.563,0.0435,94.445,4,1
220,"Cachete, Pechito y Ombligo",Rumbas y Flamenco,Various Artists,spotify:track:20NTofFljraz0lj4ofjOxW,2019-07-19,222600,8,0.763,0.23399999999999999,0.938,2.46e-05,0.042,-4.7139999999999995,0.10400000000000001,114.005,4,1
221,La Inyección (Que Te la Pongo) - Remasterizado,Rumbas y Flamenco,Various Artists,spotify:track:2vnt5nidfWwXwsPIKb3KjF,2019-07-19,187080,10,0.8,0.22399999999999998,0.9640000000000001,1.04e-05,0.251,-3.866,0.0352,96.514,4,1
222,"Si, Pero No",Rumbas y Flamenco,Various Artists,spotify:track:039qnZX588HaYvw0OdK2jz,2019-07-19,217706,13,0.682,0.652,0.49700000000000005,1.84e-06,0.29,-8.861,0.043,111.149,4,0
